Name,Place ID,Formatted Address,Category,rating,total_reviews,Price Level,Review Text,rating_normalized,reviews_normalized,score,rank,One_Keywords
L-Cafe,ChIJSQ2LKlDxdy4RuAWFhbMTJgg,"Jl. Mendalan No.9, Mendalan, Banjarmendalan, Kec. Lamongan, Kabupaten Lamongan, Jawa Timur 62212, Indonesia","cafe, store, food, point_of_interest, establishment",4.6,15,,"Nice coffee, good service. High speed internet

Food + drinks can be called cheap anyway
WiFi? Speeding, maybe for mobile entod 20ms-

It's a shame it's really crowded, I often can't get a place, as a result, the salesperson told me to stop, I was the one who was sitting in the sales area

It looks comfortable with the outdoor concept. Food and drinks are quite complete, there are often mobile legend tournaments here.

Cool and comfortable place, really fast wifi, cheap food and drink prices and highly recommended

Comfortable hangout place, good food and drinks, fast wifi, spacious parking",0.8999999999999999,0.0008105135182076,0.5133485208128292,2703,"drinks, parking, wifi, spacious, tournaments, prices, service, 20ms, maybe, shame"
King coffe,ChIJX5ydOpn51y0RxoHGguXkbQc,"Jl. Putro Agung Kulon No.58p, Gading, Kec. Tambaksari, Surabaya, Jawa Timur 60135, Indonesia","cafe, food, point_of_interest, establishment",4.6,15,,"Fried Indomie + Geprek Chicken (Mbah Gareng) Silver West + Tanjung Perak

The coffee is great

Moba player hangout place

Great copy

Coffee is wet",0.8999999999999999,0.0008105135182076,0.5133485208128292,2704,"chicken, coffee, geprek, perak, hangout, indomie, mbah, moba, west, copy"
Kedai & Warkop Melodia,ChIJpQSYHfWBeC4RK8KIR-ZacAI,"3HJW+5VR, Jl. Karyawiguna, Babatan, Tegalgondo, Kec. Karang Ploso, Kabupaten Malang, Jawa Timur 65152, Indonesia","cafe, food, point_of_interest, establishment",4.6,15,,"Sipp

Never here before but would try

Nice

You can take the kids....free WiFi...fast

You have to come here, feel the atmosphere",0.8999999999999999,0.0008105135182076,0.5133485208128292,2705,"sipp, wififast, kidsfree, try, nice, feel, atmosphere, come"
Arion dau,ChIJcfYXq4GBeC4RqwE2SzvqWxg,"Jl.Pamenang jetak ngasri, Jl. Pamenang, jetak ngasro, Mulyoagung, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia","cafe, food, point_of_interest, establishment",4.6,14,,"The coffee tastes great, my friend ordered matcha and taro, the taste also tastes really good, especially the matcha 👍 the menu isn't much, maybe because it's still new. Siomay is a bit expensive but really delicious. The place is still quiet, so you can make choices if you're having a coffee where the place isn't too crowded

Elite prices, difficult WiFi. The place is not clean :(

Comfortable betttt him ahhhh wkwkww

Seng coffee is really good,.. bring your family too okay,..

The place is very nice and comfortable",0.8999999999999999,0.0007526196954784,0.5133236264690556,2706,"coffee, matcha, taro, comfortable, menu, siomay, prices, great, wifi, especially"
J juice & drinks,ChIJmxRfacqBeC4R2bPbJNzpAhQ,"4G9P+75J, Temas, Batu, Batu City, East Java 65315, Indonesia","cafe, food, point_of_interest, establishment",4.6,14,,"Fresh fruit and good price.. Best taste juice,..

The place is quite spacious and comfortable, in the rest area... want to drink juice, drink coffee and eat...👍

Best of all, the fruit is fresh, the service is good and polite.. Gass dude..

The most relaxing place to hang out while drinking juice from real fruit from Batu City
Friendly and courteous service

The place is still new but it's okay for hanging out minus the Lom menu is complete... cheer up bro",0.8999999999999999,0.0007526196954784,0.5133236264690556,2707,"batu, juice, fresh, relaxing, area, eat, courteous, menu, lom, price"
Rasya Coffee,ChIJI1F0Oc771y0R-_yB4IJhqx4,"PQF3+3X2, Jl. Gubeng Kertajaya VIIA, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia","cafe, food, point_of_interest, establishment",4.6,14,,"Warkop of animals...mantapppp bro...continue...

Comfortable place, affordable prices and friendly service.

Just B

Extraordinary

",0.8999999999999999,0.0007526196954784,0.5133236264690556,2708,"affordable, animalsmantapppp, service, comfortable, brocontinue, warkop, place, friendly, extraordinary, just"
Adisi Coffee,ChIJndcHFTcp1i0RZS8AIKWk9dk,"Jalan Danau Kerinci Raya E1 - C20 A, Keduyo, Sawojajar, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139, Indonesia","cafe, food, point_of_interest, establishment",4.6,14,,"Cozy place...

Cozy place...

Good....

Great for presentations or small meetings. Serving coffee in various ways. Delicious, there are several choices of coffee.
Service is okay, there is wifi too.

Affordable prices, quite a lot of variants, five star taste at street prices. 👍",0.8999999999999999,0.0007526196954784,0.5133236264690556,2709,"cozy, place, coffee, wifi, prices, serving, small, variants, presentations, okay"
Squarebox,ChIJ-9BIuj8p1i0RkqIKAuAzuZU,"Jl. Nusakambangan, Kasin, Kec. Klojen, Kota Malang, Jawa Timur 65117, Indonesia","cafe, food, point_of_interest, establishment",4.6,14,,"Convenient for gathering with friends, wifi gass, ready contact outlets..

Great drink. But it's a shame the bubbles aren't real cincao but round jelly. It's a shame only the bubbles aren't original

The restaurant takes too long to fry, it takes a lot of time



",0.8999999999999999,0.0007526196954784,0.5133236264690556,2710,"bubbles, restaurant, outlets, convenient, drink, wifi, real, great, cincao, ready"
Mie Ayam & bakso solo cak DOP,ChIJUdYAUpIp1i0RAYor3FynMfo,"Purwodadi, Blimbing, Malang City, East Java, Indonesia","cafe, food, point_of_interest, establishment",4.6,14,,"Josh

The chicken noodle is super delicious. For the price and the portion is very fitting. Besides chicken noodles, there are also solo meatballs and various drinks. The place is simple, but the service is good, neat and clean. Maybe it's a little hot because of the lack of a fan.

The wonton noodles are delicious and the prices are affordable

Not sure

The meatballs are delicious and cheap",0.8999999999999999,0.0007526196954784,0.5133236264690556,2711,"noodle, meatballs, affordable, josh, hot, place, portion, solo, various, sure"
TERAS SENJA (Kafe and Garden),ChIJMflgwPkp1i0RhzZt8xb2tS4,"Jl. Permadi No.01, Polehan, Kec. Blimbing, Kota Malang, Jawa Timur 65121, Indonesia","cafe, store, point_of_interest, food, establishment",4.6,14,,"The service is very fast response and the goods that sell have many variants, they are good too...thanks magenta olshop

Nice market, don't sell if you're sore, if you're thirsty, if you're hungry, if you don't want to sweat for the sake of customer satisfaction... quality is safe....

Subscriptions from the past, the cheapest, most complete, sell whatever you need, moms 😊😊

Why can't I read it??? I see there is a delivery order

Shop for cutlery here, trusted seller",0.8999999999999999,0.0007526196954784,0.5133236264690556,2712,"cutlery, subscriptions, market, order, cheapest, trusted, olshop, magenta, satisfaction, youre"
Malliesco the Warkop Ext.,ChIJMUqQUOEn1i0RTLLPC5NZziA,"Jl. Kyai Parseh Jaya No.03, RT.03/RW.02, Bumiayu, Kec. Kedungkandang, Kota Malang, Jawa Timur 65135, Indonesia","cafe, restaurant, food, point_of_interest, store, establishment",4.6,14,,"Cool

nice

Like it

A very nice and comfortable place to hang out 2x with friends, friends and family

Very good cafe & satisfying service",0.8999999999999999,0.0007526196954784,0.5133236264690556,2713,"cafe, place, comfortable, service, cool, satisfying, 2x, like, family, hang"
KEDAI Bang Sat Rio,ChIJU5Q7LJgl1i0RmmmM0MAQUMg,"Jl. Pahlawan Barat No.165, Kebonsari, Tumpang, Kec. Tumpang, Kabupaten Malang, Jawa Timur 65156, Indonesia","cafe, food, point_of_interest, establishment",4.6,14,,"😊

Good

Ngafeee top

Nice

quite comfortable
because I used to work in this place",0.8999999999999999,0.0007526196954784,0.5133236264690556,2714,"ngafeee, comfortable, place, good, work, nice, quite, used"
WARKOP ROJO ROSO,ChIJ-wlDl4Ap1i0R18xahBZOjVQ,"Jl. Sulfat No.39, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia","cafe, store, point_of_interest, food, establishment",4.6,14,,"The warkop is good, maybe it's still new so it's still a bit quiet, it's a shame the place has a lot of smokers, because I don't smoke,,, it's hard to breathe from cigarette smoke

Great, but the crackers are expensive





",0.8999999999999999,0.0007526196954784,0.5133236264690556,2715,"smokers, warkop, quiet, expensive, place, great, new, maybe, dont, shame"
Warkop Pak Joni,ChIJvz1VDMOCeC4Rb3b88hZYIHM,"Jl. Jurang Wugu No.53, Jurang Wugu, Jedong, Kec. Wagir, Kabupaten Malang, Jawa Timur 65158, Indonesia","cafe, food, store, point_of_interest, establishment",4.6,14,,"Good but need smiling from server

Humble owner

Nice boss

Nice to relax and hang out

Excellent",0.8999999999999999,0.0007526196954784,0.5133236264690556,2716,"smiling, server, humble, boss, excellent, relax, owner, nice, hang, need"
Iki kopi & Iki cell,ChIJ0dBNshrf1y0RtLI_2xeerCU,"Jl. Raya Jenggot No.1945, Jenggot Utara, Jenggot, Kec. Krembung, Kabupaten Sidoarjo, Jawa Timur 61275, Indonesia","cafe, food, point_of_interest, establishment",4.6,14,,"Suitable for chilling

Enough for a warkop in the village. Please reactivate the motorbike washing service...
🤗🙏🏻

Wifi helps anti lag
Comfortable poleh
Open location
Anti-mainstream

Coffee place, full wifi..

It's really nice to relax

Regards, temperaturex.com",0.8999999999999999,0.0007526196954784,0.5133236264690556,2717,"chilling, motorbike, warkop, suitable, village, temperaturexcom, wifi, coffee, antimainstream, reactivate"
Dinanta Kedai,ChIJ1Quk5bDU1y0RtNhC7lcGwgM,"Jl. Dr. Sutomo No.62A, Krajan Timur, Turirejo, Kec. Lawang, Kabupaten Malang, Jawa Timur 65213, Indonesia","cafe, food, point_of_interest, establishment",4.6,13,,"nice

Provides a menu of Indonesian coffee, pure milk, and 😊

Not bad for a break when the road is jammed

Not bad for hanging out with friends

Joss",0.8999999999999999,0.0006947258727493,0.5132987321252821,2718,"coffee, indonesian, menu, friends, pure, jammed, provides, nice, joss, hanging"
STMJ Jagung Bakar Sudimoro,ChIJrTky9LYp1i0Rj4fUTAbMZFo,"Jl. Ikan Tombro No.25, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia","cafe, store, point_of_interest, food, establishment",4.6,13,,"Toast, grilled bananas are delicious.. Abundant toppings.. Milk is also delicious.. The corn is just because it has a sharp flavor, I ordered a sweet taste but it's not sweet. The place is spacious, comfortable for lingering

Hello, I want to explain about my experience in 2022, so when I and the others went out for a walk, I and the others were there to choose where to eat, so that's it
Addition :
Stmj Sudimoro roasted corn must be registered with gojek and grab?

A comfortable place to hang out, the atmosphere is rather crowded because it's close to the futsal field

Taste good..affordable prices friendly service

The roasted corn is delicious...the hot chocolate milk is the winner",0.8999999999999999,0.0006947258727493,0.5132987321252821,2719,"corn, bananas, grilled, futsal, goodaffordable, prices, crowded, stmj, 2022, thats"
Teras Mas Bin,ChIJh1O13CmDeC4RvA0hJSWrafM,"Jl. Sawo No.10, Bareng, Kec. Klojen, Kota Malang, Jawa Timur 65116, Indonesia","cafe, food, point_of_interest, establishment",4.6,13,,"Coming soon 7 november !!!

Nice place and cozy

Cool place to get drunk. DM seeds are emerging.

Relaxing place, good for chatting without HP

The place is very hommy 👍👍",0.8999999999999999,0.0006947258727493,0.5132987321252821,2720,"place, dm, cozy, hp, november, drunk, seeds, coming, emerging, nice"
Nd Zone,ChIJmcklkSso1i0R_E2KTlhQZDk,"Politeknik Kesehatan Kemenkes Malang, Jl. Besar Ijen No.77, RW.3, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia","cafe, point_of_interest, food, establishment",4.6,13,,"Best

Perfect gathering place

Siip



",0.8999999999999999,0.0006947258727493,0.5132987321252821,2721,"siip, gathering, place, best, perfect"
Pink Coffee,ChIJu00EFinxdy4Rtx5SIke_RiM,"Jl. Kinameng No.46, Krajan, Sidokumpul, Kec. Lamongan, Kabupaten Lamongan, Jawa Timur 62213, Indonesia","cafe, store, point_of_interest, food, establishment",4.6,13,,"One of the coffee shops in Lamongan,

Cheap, complete

I wonder how the pink coffer coffee tastes like. Regards muksin

Suitable

👍👍👍👍",0.8999999999999999,0.0006947258727493,0.5132987321252821,2722,"coffee, tastes, lamongan, pink, coffer, muksin, shops, regards, wonder, like"
La Belle Café,ChIJB4j7w1Ip1i0R8q_t6YJBUqQ,"Jl. Tirtonadi No.33, Lowokwaru, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia","cafe, point_of_interest, food, store, establishment",4.6,12,,"Nice and cozy, cute with the tiny lamps at night

Cozy place :)

Subscribe toooos 😁😁😁😁😁😁😁😁



",0.8999999999999999,0.0006368320500202,0.5132738377815086,2723,"cozy, lamps, cute, night, subscribe, nice, toooos, place, tiny"
Warkeb Flamboyan,ChIJARKH5mUlcC4RI-4RnjUWl_Y,"Gg. 21, Kuripan Lor, Kec. Pekalongan Sel., Kota Pekalongan, Jawa Tengah 51136, Indonesia","cafe, store, point_of_interest, food, establishment",4.6,12,,"Relaxing place to chat with friends.
There are various snacks / snacks and food, drinks also vary👌.
* the food is left without being photographed 😄

Yummy and muraaahh but I forgot to take a photo of the food wekekekeke 🤣🤣🤣

Btw, I've been here twice

Suitable for beautiful nongki

beautiful bobo

",0.8999999999999999,0.0006368320500202,0.5132738377815086,2724,"relaxing, snacks, bobo, chat, nongki, wekekekeke, photographed, suitable, btw, ive"
Straat Coffee,ChIJCeOI5U4NeC4RJomLxvlUkXE,"GCRQ+3Q2, Mergelo, Magersari, Kec. Magersari, Kota Mojokerto, Jawa Timur 61318, Indonesia","cafe, food, point_of_interest, establishment",4.6,12,,"Mboiss

Cool coffee place in Mojokerto, with a view, Gajah Mada bridge, especially the atmosphere at night

The sensation is different

Very suitable for refreshing the brain for a moment and a comfortable place to interact

Straat coffee
Mojokerto street coffee",0.8999999999999999,0.0006368320500202,0.5132738377815086,2725,"coffee, mojokerto, mboiss, sensation, night, atmosphere, gajah, view, cool, especially"
Kopi Geni OEI Kota Batu,ChIJ5y0V4cyAeC4R_uHtEsHr7ms,"4GGG+GJJ, Jl. Sudiro, Sisir, Kec. Batu, Kota Batu, Jawa Timur 65314, Indonesia","cafe, food, store, point_of_interest, establishment",4.6,12,,"nice view from the second floor and cozy ...

nice coffee with nice place, perfect night

A coffee shop in the square area of ​​Batu City, lots of various coffee menus. Coozy place to hang out when you're right at Batu. The atmosphere is supportive for coffee because the air is very cold

To relax fun .. enjoy the evening accompanied by coffee and snacks

Place....service...mamin...atmosphere...Waseek pooolll👍",0.8999999999999999,0.0006368320500202,0.5132738377815086,2726,"batu, coffee, placeservicemaminatmospherewaseek, cozy, enjoy, shop, evening, lots, view, pooolll"
Mami Michiel's Cafe,ChIJRUKGWQODeC4RwKOSLHampcQ,"Jl. Pisang Candi Barat No.3, Pisang Candi, Kec. Sukun, Kota Malang, Jawa Timur 65146, Indonesia","cafe, food, point_of_interest, establishment",4.6,11,,"Comfortable place, good food, okay for doing assignments or hanging out with friends.

The food is delicious and complete. I ordered Chicken Katsu, it's delicious, the food is luxurious (Luxury) and the plating is good, but affordable.
The drinks are really delicious and you get a lot. Thanks. I recommend it...🙏🙏

The menus are ok, delicious and cheap..
The service is satisfying..
The place is comfortable,..suitable for hanging out too..😁👍

Cheap elegant place with various types of drinks and food at affordable prices and can be made for group work

The food is delicious
5 star taste at 5 feet price",0.8999999999999999,0.0005789382272911,0.5132489434377351,2727,"food, place, katsu, comfortablesuitable, luxury, menus, recommend, prices, plating, thanks"
Warung Tepi Sungai,ChIJ_y2H2V-DeC4RgtsXHb55piI,"Jl. MT. Haryono Jl. Mt Haryono 9 No.308f, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia","cafe, store, food, point_of_interest, establishment",4.6,11,,"bad

Suitable for hanging out with friends accompanied by the sound of very heavy river water. The services provided are also very satisfying and the prices are very friendly for student pockets

Very good for refreshing the brain

Good

Good",0.8999999999999999,0.0005789382272911,0.5132489434377351,2728,"river, student, services, bad, friendly, suitable, prices, pockets, brain, satisfying"
Legenda Coffee & Angkringan,ChIJ58Gv3LaDeC4RQc3V5OIKJIc,"Jl. Joyo Suko Tim. Gg. II No.40, Merjosari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia","cafe, store, point_of_interest, food, establishment",4.6,11,,"Yes ok

Ok

Siniiiiii

Very satisfying and really highly recommended for hanging out with friends or alone. It's not yet equipped with a prayer room, so when it's time for prayer you don't miss it

A simple place to hang out but comfortable to be a place to relax",0.8999999999999999,0.0005789382272911,0.5132489434377351,2729,"prayer, place, comfortable, hang, satisfying, yes, siniiiiii, recommended, miss, dont"
Kopi +62,ChIJ-Rif7EuDeC4RjTvfK8pMl9g,"Jl. Joyo Agung No.54, Merjosari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia","cafe, store, point_of_interest, food, establishment",4.6,11,,"It's a good place to hang out, can hold organizational meetings, campus events, orda, meet ups etc. The coffee's price is also affordable

Wow cool

Absorbed

It's really good for work plus hanging out

",0.8999999999999999,0.0005789382272911,0.5132489434377351,2730,"campus, place, affordable, meetings, coffees, absorbed, hanging, cool, plus, orda"
Coffee Joa,ChIJ27y5g6IXei4RotWaFJR1x98,"Jl. Sumpah Pemuda No.141, Mojosongo, Kec. Jebres, Kota Surakarta, Jawa Tengah 57127, Indonesia","cafe, food, point_of_interest, establishment",4.6,11,,"Nice & cozy place. Like the fries. Good americano

I want to order ttebokki, I'm surprised that the coffee just opened today 😭🤌 to be honest I don't know because I'm from Jakarta just stopping by for a walk. But the place is nice, the price is also not expensive. Make nongki or task suitable.

Super cute cafe, highly recommended for kpopers, the Korean nuance is really like the taste of Korean cafes, the drinks are also free cups, the picture is biased but + 5k like

When I came here, there was no barista, but the song was dangdut and it was really loud, so I wasn't in the mood, then I went home again, because in my opinion, it just didn't match the ambiance.

Wow, this is the new Korean cafe, isn't it??? It looks really cozy 😭❤️ good luck then being able to hold an idol birthday event here tho",0.8999999999999999,0.0005789382272911,0.5132489434377351,2731,"cafe, jakarta, kpopers, nongki, americano, opened, expensive, cute, nuance, wasnt"
Pydongfoods,ChIJUaA7yBEp1i0RHUdYSIIV2DY,"Unnamed Road, Polowijen, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia","cafe, food, point_of_interest, establishment",4.6,11,,"Pydong Food bounces... orders here are guaranteed not to disappoint... I've proven... The food and drinks are affordable

It doesn't hurt to order at pydongfoods, guaranteed to be good 👍 affordable prices

The food is delicious, don't miss it

It's a long process

👍👍👍",0.8999999999999999,0.0005789382272911,0.5132489434377351,2732,"pydongfoods, affordable, orders, delicious, drinks, bounces, guaranteed, proven, ive, disappoint"
Syphon Coffee,ChIJd7CdXx6CeC4RehVDcjUodNY,"Jl. Raya Tlogomas No.99 D, Tlogomas, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia","cafe, food, point_of_interest, store, establishment",4.6,11,1.0,"Ok...

Don't doubt it anymore

Work first

Bloated maaasss

",0.8999999999999999,0.0005789382272911,0.5132489434377351,2733,"bloated, maaasss, work, dont, ok, anymore, doubt"
Angkringan NAWAK,ChIJs7_6KR0l1i0RbBaIhCBjdeE,"Ledoksari, Tumpang, Kec. Tumpang, Kabupaten Malang, Jawa Timur 65156, Indonesia","cafe, store, point_of_interest, food, establishment",4.6,10,,"Top 👍👍👍👍

Joss.

Great place to look for grilled chicken and real coffee

Cozy and relaxing place at night

Nice pol wes..",0.8999999999999999,0.000521044404562,0.5132240490939616,2734,"cozy, place, joss, grilled, chicken, coffee, pol, great, wes, real"
NGOCEH 2 (Ngopi Receh),ChIJAS0_rfYp1i0R8GTU_2Qn8Vk,"Jl. C.Trowulan No.63, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia","cafe, food, point_of_interest, store, establishment",4.6,10,,"Good for all

Come here to eat noodles, because one time, right?

the coffee is perfect with full arabica style at a tempting price 🥰🥰

Really nice place, the menu is also delicious

Drink and eat well
Friendly price",0.8999999999999999,0.000521044404562,0.5132240490939616,2735,"noodles, arabica, coffee, menu, delicious, eat, friendly, place, price, right"
Kopi Joss GowoTresno,ChIJHapH-aNZei4RJxf52wxbJ3Q,"Jl. Mataram No.78, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213, Indonesia","cafe, point_of_interest, store, food, establishment",4.6,10,,"The satay is still cheap. The joss areng coffee is also delicious and just right. The location is very strategic, on the side of the Malioboro hotel road

Angkringan Jogja near the Malioboro 2 terrace which is very affordable and of course delicious with a variety of satay-satean snacks

it's great, bro, the food is recommended and the coffee is great

The satay is 4000, the price is pretty good..

Kopijoss and great",0.8999999999999999,0.000521044404562,0.5132240490939616,2736,"sataysatean, affordable, malioboro, coffee, terrace, jogja, hotel, areng, variety, just"
Toko Raya,ChIJO1gOCKOCeC4RO16JegLhqMM,"Gg. 1 No.E No. 74, Bandulan, Kec. Sukun, Kota Malang, Jawa Timur 65146, Indonesia","cafe, food, point_of_interest, establishment",4.6,10,,"Good



ASIK



",0.8999999999999999,0.000521044404562,0.5132240490939616,2737,"asik, good"
Warung kopi Nanang,ChIJx08jaZr51y0Rv07sTKwaUl4,"Jl. Karang Empat Besar, Ploso, Kec. Tambaksari, Surabaya, Jawa Timur 60133, Indonesia","cafe, store, food, point_of_interest, establishment",4.6,10,1.0,"The shop next to gor pas. Usually here at 9-11. Normal prices like stalls in general. There's also a delicious gado gado for 12 thousand starting at 11

Perfect place to hang out with friends. Great sir

Affordable prices, have coffee first, snack first, Warung Nanang

It's nice to have a rag. Badminton

* Kindergarten SD SMP BAITUL AMIEN *",0.8999999999999999,0.000521044404562,0.5132240490939616,2738,"prices, gado, stalls, badminton, baitul, pas, kindergarten, snack, great, usually"
Menje Warkop,ChIJM-V2VpyCeC4RUoHPOWjUBGE,"2JF8+WJC, Jl. Manggis, Bareng, Kec. Klojen, Kota Malang, Jawa Timur 65116, Indonesia","cafe, point_of_interest, store, food, establishment",4.6,10,,"A comfortable place to drink coffee, away from the hustle and bustle of the city, easy access to the location







",0.8999999999999999,0.000521044404562,0.5132240490939616,2739,"coffee, city, place, drink, away, hustle, comfortable, access, easy, bustle"
STMJ 88 Bang Ayok,ChIJb0h8ODwo1i0RjaNTXcUEVxE,"2JCP+MGV, Jl. Sriwijaya, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia","cafe, food, point_of_interest, store, establishment",4.6,10,,"buy stmj 15 thousand. for the price of students is steady. lots of cheap drinks too to hang out

The STMJ is great.. just right to drink on a cold night typical of the city of Malang.. Suitable for hanging out with friends..

Mantull STMJ

Not bad, friendly, lively, open, can sit on the floor, relax, near the city park

Wenak ayo bro",0.8999999999999999,0.000521044404562,0.5132240490939616,2740,"stmj, drinks, malang, students, mantull, near, hang, thousand, ayo, bad"
Kopi Hela,ChIJH2DgXyX51y0RRsko5GdDICs,"Jl. Penghela Jl. Surabayan I No.32, RT.001/RW.06, Bubutan, Kec. Bubutan, Surabaya, Jawa Timur 60174, Indonesia","cafe, food, point_of_interest, establishment",4.6,10,,"A coffee shop that's really a coffee shop, nothing special... but it's actually nothing special that makes it special... now I'm confused, right?

Warung with proper seating, people's menu and prices..

For those who are stranded on Jl Panghela, this coffee place can be used as a place to be when you are confused. There are many gojek and grab drivers who may be able to help

It's more like hanging out with young people and young fathers while drinking coffee and snacking on traditional Surabaya snacks, in a simple place...

Murmer coffee place, the atmosphere is like at home losss.. basically creative ideas emerge if you drink coffee here🤭🤭

For the level of warkop, the place is quite comfortable and there is wifi. Waiters are also friendly",0.8999999999999999,0.000521044404562,0.5132240490939616,2741,"coffee, shop, seating, surabaya, gojek, menu, traditional, stranded, wifi, thats"
Warkop MABES,ChIJJdwAWriDeC4Rt4xgpMjbsm8,"Jl. Moch. Juki, Mulyorejo, Kec. Sukun, Kota Malang, Jawa Timur 65147, Indonesia","cafe, store, point_of_interest, food, establishment",4.6,10,,"Joooosssss

The atmosphere is comfortable, you can sit down, the prices are normal like the usual warkop, a roller cable is provided too, there is food too, noodles, tofu rice cake.

I don't really understand this place, because I just visited this place for the first time and it's not for business to enjoy a meal at this place, but for work matters, and the time is not right when the sacred clan visits, which is in the morning during working hours

The service is very satisfying

Comfortable place to be real",0.8999999999999999,0.000521044404562,0.5132240490939616,2742,"comfortable, prices, meal, joooosssss, place, visits, tofu, hours, atmosphere, really"
Dum Kerto,ChIJgaxA8u-DeC4RYGJ380pBbvs,"Jl. Kertorejo No.11-27, Ketawanggede, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia","cafe, point_of_interest, food, establishment",4.6,10,,"Very simple, normal warung menu. There is no mi tek tek or doc. Prices are quite normal.

Dum Kerto





",0.8999999999999999,0.000521044404562,0.5132240490939616,2743,"menu, prices, tek, warung, normal, simple, kerto, dum, doc, mi"
Catering Dapoer LEZATO NY. TITIN,ChIJ0QLxRC2HeC4RMKozXgMMLQE,"Jl. Mustari No.42, Ngaglik, Kec. Batu, Kota Batu, Jawa Timur 65314, Indonesia","cafe, food, point_of_interest, establishment",4.6,10,,"The food is delicious, the portion is right, every time I go to stone, I always order catering here. Pastels, chicken noodle dumplings and yellow rice are great. Look at ig dapoer_lezato, there are lots of new menus, so I want to try if I go to Batu again

The catering here provides delicious food, the price is also pocket-friendly. Anyway, it's a must try, rather than being tired of cooking, it's better to try catering here

The food is delicious and affordable. The last time I tried the dumplings, it was delicious, too bad it wasn't always ready. It's great

Home cooking is simple but very delicious. Looks like serving catering and orders. The risoles are really good.

A relaxing place to hold family or office gatherings.. Javanese cuisine is very good",0.8999999999999999,0.000521044404562,0.5132240490939616,2744,"catering, javanese, dumplings, menus, batu, stone, noodle, try, ready, pocketfriendly"
Pos Telu Coffee,ChIJa1iAEskp1i0RxxENQGiNfvc,"Jl. Soekarno Hatta No.4, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia","cafe, point_of_interest, food, establishment",4.6,10,,"The coffee is good even though it's on the side of the road. comfortable too.

The coffee is not clear, the seller is a Judes girl. It's a very strange woman

Jian's coffee is awesome......not ISO really goes down. Hahahahahaha success for telu pos copy....nice place, good for work

The place is pretty relaxed and close to Jl

The coffee is delicious, the place is cool",0.8999999999999999,0.000521044404562,0.5132240490939616,2745,"coffee, place, comfortable, pos, judes, jl, hahahahahaha, success, cool, copynice"
Garuda Cafe,ChIJ5R0K7Bso1i0RbxdN8KBAIN8,"Jl. Ketapang No.1, Kasin, Kec. Klojen, Kota Malang, Jawa Timur 65117, Indonesia","cafe, food, point_of_interest, establishment",4.6,10,,"It's a nice place to hang out, there's wi-fi, the drinks are also delicious. Anyway, sip

The place is good, especially when there is a karaoke place...and the SM food and drinks are delicious and delicious...

Suitable for hanging out young people👌

Fun, relaxed, great atmosphere, enjoy it

Friends themselves",0.8999999999999999,0.000521044404562,0.5132240490939616,2746,"place, karaoke, sip, sm, delicious, wifi, young, hang, atmosphere, especially"
WAHIKI BLORA,ChIJK4SdxhFBdy4RMizJElz5vRM,"Mlangsen, Kec. Blora, Kabupaten Blora, Jawa Tengah 58213, Indonesia","restaurant, cafe, point_of_interest, food, establishment",4.6,10,,"Cozy place, good food

Bakul e humble

I miss you...

The coolest place to hang out

Can karaoke",0.8999999999999999,0.000521044404562,0.5132240490939616,2747,"karaoke, place, cozy, food, bakul, humble, miss, coolest, hang, good"
Cafe Baudin,ChIJ92WyLQx9eC4RiUjXU2xBn-c,"Unnamed Road, 5FG9+H72, Bengkaras, Madiredo, Kec. Pujon, Kabupaten Malang, Jawa Timur 65391, Indonesia","cafe, food, point_of_interest, establishment",4.6,10,1.0,"pujon

Asyekk





",0.8999999999999999,0.000521044404562,0.5132240490939616,2748,"pujon, asyekk"
